FUND,NAME_TH,NAME_EN,CODE,TOTALASSET,NAV
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล เอ็นแฮนซ์ รีเทิร์น 6M12,CIMB-Principal Enhanced Return 6M12 Fund,CIMB-PRINCIPAL ER 6M12,867482853.5,10.0263
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล เอ็นแฮนซ์ รีเทิร์น 6M13,CIMB-Principal Enhanced Return 6M13 Fund,CIMB-PRINCIPAL ER 6M13,835479507.1,10.0066
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล เอ็นแฮนซ์ รีเทิร์น 6M8,CIMB-Principal Enhanced Return 6M8 Fund,CIMB-PRINCIPAL ER 6M8,1418060571,10.0817
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล เอ็นแฮนซ์ รีเทิร์น 6M9,CIMB-Principal Enhanced Return 6M9 Fund,CIMB-PRINCIPAL ER 6M9,892934317,10.0725
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล โกลด์ 8 เปอร์เซ็นต์ ทริกเกอร์,CIMB-Principal Gold 8 Percent Trigger Fund,CIMB-PRINCIPAL GOLD8P,65392806.4,7.6924
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล โกลด์ 8 เปอร์เซ็นต์ ทริกเกอร์ 2,CIMB-Principal Gold 8 Percent Trigger 2 Fund,CIMB-PRINCIPAL GOLD8P2,28923865.12,7.9651
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล โกลด์ อินคัม,CIMB-Principal Gold Income Fund,CIMB-PRINCIPAL iGOLD,49937163.46,
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล เดลี่ เซ็ท 50 อินเด็กซ์,CIMB-Principal Daily SET 50 Index Fund,CIMB-PRINCIPAL SET50,24132433.6,20.3792
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล เดลี่ อินคัม,CIMB-Principal Daily Income Fund,CIMB-PRINCIPAL iDAILY,1015816525,
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล เดลี่ อินคัม พลัส,CIMB-Principal Daily Income Plus Fund,CIMB-PRINCIPAL DPLUS,8249903363,10.3091
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล เดลี่ ตราสารรัฐระยะสั้น,CIMB-Principal Daily Treasury Fund,CIMB-PRINCIPAL TREASURY,855424804.8,11.3461
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล เดลี่ ตราสารหนี้,CIMB-Principal Daily Fixed Income Fund,CIMB-PRINCIPAL DAILY FIX,65955328.14,12.0459
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล สตราทีจิค อินคัม ฟันด์,CIMB-Principal Strategic Income Fund,CIMB-PRINCIPAL SIF,9657002417,10.1796
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล อิควิตี้ ดิวิเดนด์ อินคัม,CIMB-Principal Equity Dividend Income Fund,CIMB-PRINCIPAL iDIV,605872146.9,
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล อิควิตี้ ทริกเกอร์ 8 เปอร์เซ็นต์ 3,CIMB-Principal Equity Trigger 8 Percent 3 Fund,CIMB-PRINCIPAL TG8P3,96542712.04,10.2416
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล อินเดีย อิควิตี้ ทริกเกอร์ 3+3,CIMB-Principal India Equity Trigger 3+3  Fund,CIMB-PRINCIPAL INEQ 3+3,118062362.6,9.1138
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล ไลฟ์ 70 หุ้นระยะยาวปันผล,CIMB-Principal LIFE 70 Long Term Equity Dividend Fund,CIMB-PRINCIPAL 70LTFD,172938473.1,13.2495
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล ไลฟ์ หุ้นระยะยาว,CIMB-Principal LIFE Long Term Equity Fund,CIMB-PRINCIPAL LTF,144473132.9,17.7017
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล ไลฟ์ หุ้นทุนเพื่อการเลี้ยงชีพ,CIMB-Principal LIFE Equity Retirement Mutual Fund,CIMB-PRINCIPAL EQRMF,31226529.58,15.9487
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล ไลฟ์ คุ้มครองเงินต้นเพื่อการเลี้ยงชีพ,CIMB-Principal LTFE Protected Retirement Mutual Fund,CIMB-PRINCIPAL PRMF,81988475.13,12.013
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล ไลฟ์ ตราสารหนี้เพื่อการเลี้ยงชีพ,CIMB-Principal LIFE Fixed Income Retirement Mutual Fund,CIMB-PRINCIPAL FIRMF,29290150.5,12.9782
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล คอร์ ฟิกซ์ อินคัม,CIMB-Principal Core Fixed Income Fund,CIMB-PRINCIPAL iFIXED,6156126094,
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล ดัชนีธุรกิจพลังงานและธุรกิจปิโตรเคมีและเคมีภัณฑ์,CIMB-Principal Energy and Petrochemical Index Fund,CIMB-PRINCIPAL EPIF,10748669626,14.9384
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล ทริกเกอร์ 8 เปอร์เซ็นต์ 4,CIMB-Principal Trigger 8 Percent 4 Fund,CIMB-PRINCIPAL TG8P4,89854372.41,10.2115
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล บาลานซ์ อินคัม,CIMB-Principal Balanced Income Fund,CIMB-PRINCIPAL iBALANCED,279346352.4,
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล พร็อพเพอร์ตี้ อินคัม,CIMB-Principal Property Income Fund,CIMB-PRINCIPAL iPROP,2357436731,
CIMB-PRINCIPAL,กองทุนเปิดซีไอเอ็มบี-พรินซิเพิล พร็อพเพอร์ตี้ อินคัมเพื่อการเลี้ยงชี,CIMB-Principal Property Income Retirement Mutual Fund,CIMB-PRINCIPAL iPROPRMF,138977277.2,13.9017
KASSET,กองทุนเปิดรวงข้าว 2,THE RUANG KHAO 2 FUND,RKF2,1185576500,12.5411
KASSET,กองทุนเปิดรวงข้าว 4,THE RUANG KHAO 4 FUND,RKF4,418696958.1,7.2266
KASSET,กองทุนเปิดเค 20 ซีเล็คท์หุ้นระยะยาวปันผล,K 20 Select LTF,K20SLTF,6667558626,16.7731
KASSET,กองทุนเปิดเค 70:30 หุ้นระยะยาวปันผล,K Equity 70:30 LTF,K70LTF,26033565283,15.8724
KASSET,กองทุนเปิดเค เอ็ม พลัส,K M Plus  Fund,K-MPLUS,2.44187E+11,10.7037
KASSET,กองทุนเปิดเค เอ็นแฮนซท์ ตราสารหนี้ต่างประเทศ 1 ปี AK,K Enhanced Foreign Fixed Income 1 Year AK Fund,KEFF1YAK,1340978049,10.1221
KASSET,กองทุนเปิดเค เอ็นแฮนซท์ ตราสารหนี้ต่างประเทศ 1 ปี AL,K Enhanced Foreign Fixed Income 1 Year AL Fund,KEFF1YAL,4372563139,10.0938
KASSET,กองทุนเปิดเค เอ็นแฮนซท์ ตราสารหนี้ต่างประเทศ 3 เดือน AN,K Enhanced Foreign Fixed Income 3 Months AN Fund,KEFF3MAN,3537404080,9.9964
KASSET,กองทุนเปิดเค เอ็นแฮนซท์ ตราสารหนี้ต่างประเทศ 6 เดือน CU,K Enhanced Foreign Fixed Income 6 Months CU Fund,KEFF6MCU,5624778187,10.1099
KASSET,กองทุนเปิดเค เอ็นแฮนซท์ ตราสารหนี้ต่างประเทศ 6 เดือน CV,K Enhanced Foreign Fixed Income 6 Months CV Fund,KEFF6MCV,2467175820,10.1059
KASSET,กองทุนเปิดเค เอ็นแฮนซท์ ตราสารหนี้ต่างประเทศ 6 เดือน CW,K Enhanced Foreign Fixed Income 6 Months CW Fund,KEFF6MCW,6393994985,10.0868
KASSET,กองทุนเปิดเค เอ็นแฮนซท์ ตราสารหนี้ต่างประเทศ 6 เดือน CX,K Enhanced Foreign Fixed Income 6 Months CX Fund,KEFF6MCX,9284763661,10.0721
KASSET,กองทุนเปิดเค เอ็นแฮนซท์ ตราสารหนี้ต่างประเทศ 6 เดือน CY,K Enhanced Foreign Fixed Income 6 Months CY Fund,KEFF6MCY,8223075360,10.0626
KASSET,กองทุนเปิดเค เอ็นแฮนซท์ ตราสารหนี้ต่างประเทศ 6 เดือน CZ,K Enhanced Foreign Fixed Income 6 Months CZ Fund,KEFF6MCZ,11324123997,10.0711
KASSET,กองทุนเปิดเค เอ็นแฮนซท์ ตราสารหนี้ต่างประเทศ 6 เดือน DA,K Enhanced Foreign Fixed Income 6 Months DA Fund,KEFF6MDA,5520227757,10.0636
KASSET,กองทุนเปิดเค เอ็นแฮนซท์ ตราสารหนี้ต่างประเทศ 6 เดือน DB,K Enhanced Foreign Fixed Income 6 Months DB Fund,KEFF6MDB,4019999723,10.0479
KASSET,กองทุนเปิดเค เอ็นแฮนซท์ ตราสารหนี้ต่างประเทศ 6 เดือน DC,K Enhanced Foreign Fixed Income 6 Months DC Fund,KEFF6MDC,4231932439,10.0449
KASSET,กองทุนเปิดเค เอ็นแฮนซท์ ตราสารหนี้ต่างประเทศ 6 เดือน DD,K Enhanced Foreign Fixed Income 6 Months DD Fund,KEFF6MDD,4393328037,10.0432
KASSET,กองทุนเปิดเค เอ็นแฮนซท์ ตราสารหนี้ต่างประเทศ 6 เดือน DE,K Enhanced Foreign Fixed Income 6 Months DE Fund,KEFF6MDE,4322696991,10.0284
KASSET,กองทุนเปิดเค เอ็นแฮนซท์ ตราสารหนี้ต่างประเทศ 6 เดือน DF,K Enhanced Foreign Fixed Income 6 Months DF Fund,KEFF6MDF,1797054703,10.0426
KASSET,กองทุนเปิดเค เอ็นแฮนซท์ ตราสารหนี้ต่างประเทศ 6 เดือน DG,K Enhanced Foreign Fixed Income 6 Months DG Fund,KEFF6MDG,4711566414,10.0027
KASSET,กองทุนเปิดเค เอสเอฟ พลัส,K SF Plus Fund,K-SFPLUS,7584984416,10.0818
KASSET,กองทุนเปิดเค มินิมั่ม โวลาติลิตี้ หุ้นทุน,K Minimum Volatility Quantitative Equity Fund,K-MVEQ,380072999.5,9.998
KASSET,กองทุนเปิดเค ยูโรเปียน อิควิตี้ ทริกเกอร์ 2,K European Equity Trigger 2 Fund,KEET2,84575463.19,8.9192
KASSET,กองทุนเปิดเค โกรทหุ้นระยะยาวปันผล,K Growth LTF,KGLTF,7882749142,16.7522
KASSET,กองทุนเปิดเค เซ็ท 50,K SET 50 Index  Fund,K-SET50,3338117176,28.5343
KASSET,กองทุนเปิดเค เซ็ท 50 เพื่อการเลี้ยงชีพ,K SET50 RMF,KS50RMF,925458149.3,11.07
KASSET,กองทุนเปิดเค แพลน 1,K PLAN 1 FUND,K-PLAN1,34011597552,12.1989
KASSET,กองทุนเปิดเค สตราทิจิค แอคทีฟ หุ้นทุนปันผล,K Strategic Active Dividend Equity Fund,K-STADE,860398740,6.4434
KASSET,กองทุนเปิดเค สตราทีจิค เทรดดิ้ง หุ้นทุน,K Strategic Trading Equity Fund,K-STEQ,348234798.8,32.3983
KASSET,กองทุนเปิดเค สตราทีจิค ดีเฟ็นซีฟหุ้นระยะยาวปันผล,K Strategic Defensive LTF,KSDLTF,693808062.8,8.7579
KASSET,กองทุนเปิดเค สตาร์หุ้นทุนคืนกำไร,K Strategic Trading Automatic Redemption Equity Fund,K-STAR,2577575695,34.0953
KASSET,กองทุนเปิดเค หุ้นระยะยาว,K Equity LTF,KEQLTF,13468319792,29.6518
KASSET,กองทุนเปิดเค หุ้นระยะยาวปันผล,K Equity Dividend LTF,KDLTF,15558444082,18.3878
KASSET,กองทุนเปิดเค หุ้นกู้,K Corporate Bond Fund,K-CBOND,9705006989,16.6733
KASSET,กองทุนเปิดเค หุ้นทุน,K Equity Fund,K-EQUITY,2620859615,17.626
KASSET,กองทุนเปิดเค หุ้นทุนเพื่อการเลี้ยงชีพ,K Equity RMF,KEQRMF,5260103019,26.5413
